clean_content,score,appId,sentiment,polarity,appName,string_len,word_count
game issu come model abil region realli see relat fix lag issu updat releas still keep still fun,1,com.mobile.legends,0,negative,mlbb,96,18
help anyon tri report specif account cheat multipl account sort reviv skill never die never seen die multipl time mid game immort still reviv tri everyth help trash,1,com.mobile.legends,0,negative,mlbb,164,28
would give minus could absolut horrid matchmak server either win landslid get landslid still abl bypass system queue togeth solo queue game design put less also spend less money time spare pick game rather,1,com.mobile.legends,0,negative,mlbb,205,34
play game obvious lost want surrend least two peopl say even kill differ oh final part good win team enemi team like six fun either win lose ratio game headach fun play stay away game unless want cancer,1,com.mobile.legends,0,negative,mlbb,202,38
poor inappropri credit score account got ban certain time help team game got warn notic send inappropri hope fix issu,1,com.mobile.legends,0,negative,mlbb,117,20
play alreadi found match pick sudden screen went black tri time back lobbi us thought tri play tri lose star someon us even play lose credit disappoint fix,1,com.mobile.legends,0,negative,mlbb,155,28
work well understand alway lag problem even alreadi use mobil data still work fair play game well lag problem play well alway got useless alway lose fair lost credit score push rank either,1,com.mobile.legends,0,negative,mlbb,188,33
game cool unfair match realli bad realli got get good mayb whole team great team whatev realli annoy know great certain bad put team play team anyway probabl game soon,1,com.mobile.legends,0,negative,mlbb,167,30
game improv way use enjoy longer matchmak skew extrem annoy even numer fix rank alway alway hero even report low skill level feed action chang one use hero masteri,1,com.mobile.legends,0,negative,mlbb,163,29
matchmak bit better howev still lot rank mode seem work even though clear game data feed,1,com.mobile.legends,0,negative,mlbb,88,16
bad matchmak solo queue bad sinc ago alway get bad wherea enemi get good balanc fun unless play team pleas fix solo give possibl fun u get match fair blue moon,1,com.mobile.legends,0,negative,mlbb,159,31
troubl recent lag alway report enemi serious respons mail happen booster work pleas repair signal recent game sudden reconnect log alway network connect even though mobil data happen sure report negat star chang rate star,1,com.mobile.legends,0,negative,mlbb,221,35
magic chess sinc day mode quit manipul alway find way drag back lower tier like rank mode skill mandatori magic chess algorithm dark system interfer find abus good job monton hope learn someth riot lawsuit,1,com.mobile.legends,0,negative,mlbb,205,35
hate game classic sudden came back game day ago credit score credit score longer play classic even play even custom work realli hate game pleas fix,1,com.mobile.legends,0,negative,mlbb,147,26
current updat origin server caus lot high ping custom servic told chang set smooth graphic smooth graphic everyth told lag problem didna go,1,com.mobile.legends,0,negative,mlbb,139,23
game fun play problem terribl match system mean realli realli bad time like team made like cant fix tri dont expect much medium run edit weak made usual human total scam,1,com.mobile.legends,0,negative,mlbb,169,31
full pride use verbal abus edit recent play lag annoy also still forc attack option press basic attack target rang hero forc move target even control even alway,1,com.mobile.legends,0,negative,mlbb,160,28
issu still remain latest updat v got black screen load splash screen screen current load bar load got stuck black screen sometim manag home screen main screen find game freez noth happen exact happen updat v version smooth fine pleas fix ridicul issu,1,com.mobile.legends,0,negative,mlbb,250,43
pleas make ultra frame rate ultra graphic avail pleas dont make us believ phone slow higher game set would degrad clear case phone inde capabl ultra frame pleas make ultra frame avail option save batteri smooth,1,com.mobile.legends,0,negative,mlbb,210,36
load seamless two back long load time second load screen time havent even tutori delet day,1,com.mobile.legends,0,negative,mlbb,90,16
realli let game data wait hop play need make sure player base actual play put new get stuck wait play great game even play,1,com.mobile.legends,0,negative,mlbb,122,24
alway give warn hard rank give time even deliv score defend tower unfair high level player bring team victori even experienc lose streak day realli bad experi,1,com.mobile.legends,0,negative,mlbb,158,27
new review still garbag absolut garbag like new car bust engin constant buf balanc bad serious much goe look game there reason get pick buff buff,1,com.mobile.legends,0,negative,mlbb,145,26
star rais star protect complet useless obvious manipul outcom game want solo spend time game auto lose auto win ai match make star protect higher probabl team lose win streak lose streak program,1,com.mobile.legends,0,negative,mlbb,194,33
skin noth satiat end game repetit former realiz becom bore brought back one game pay even access scam,1,com.mobile.legends,0,negative,mlbb,101,18
weird frequent network lag ping yellow disabl airplan mode still yellow even though open social media smooth pleas fix problem design skin tri fix lag like also fix player still hang around fix classic bot bug,1,com.mobile.legends,0,negative,mlbb,209,36
open game network stabl alway start play alway lag mani time instal fix lag lag gone even network play make network good result lag sad pleas fix hard connect,1,com.mobile.legends,0,negative,mlbb,158,29
sudden freez issu matchmak start get pleas kind fix tri reopen time alreadi screen still frozen,1,com.mobile.legends,0,negative,mlbb,95,16
week problem enter draft hero appear screen start match alway happen restart phone alway reload take time reconnect game hope issu fix,1,com.mobile.legends,0,negative,mlbb,134,22
mobil need quick way make log immedi almost imposs data game phone without auto log understand log current account button disconnect disconnect mine either simpl log function peopl forget,1,com.mobile.legends,0,negative,mlbb,187,29
lot lag even chanc still lag time sudden even though press exit repeat even though signal strong still unit good game still alway updat even though game still noth get,1,com.mobile.legends,0,negative,mlbb,167,30
last updat game everi time start match select hero connect support problem solv problem remov one star rate,1,com.mobile.legends,0,negative,mlbb,107,18
disappoint right lag yep problem alway lag tri push rank sever time tri play solo whatev alway thing year play game make updat new buff els speed realli say game still give one star hope fix,1,com.mobile.legends,0,negative,mlbb,190,36
game good late get bad unbear game accept took without even look match get bad season everi get deduct point without noth pleas fix experi caus get hand never got season alway,1,com.mobile.legends,0,negative,mlbb,175,32
game favorit one best there problem dont listen communiti peopl worth get effect plain effect skin worth money main everyon fix ever sinc start game matchmak keep get pair trash point th loos streak verg,1,com.mobile.legends,0,negative,mlbb,203,35
game broken game flicker imag also load also imag special classic game ping alway red mani,1,com.mobile.legends,0,negative,mlbb,90,16
one review said thing load battl stuck said problem connect even though play data also thing battl rank classic problem connect tri blank screen noth log load screen get report system also useless develop fix fix,1,com.mobile.legends,0,negative,mlbb,212,36
system game pretti bad proper connect negat overal experi game user addit receiv punish rate unabl improv pleas take everi rate serious thank,1,com.mobile.legends,0,negative,mlbb,141,23
game get annoy wors time time get lag requir set use still problem take even longer enter back game refresh game enter back game battl still go event notif function rather space even forc instal play mode ad without player constant agre instal,1,com.mobile.legends,0,negative,mlbb,243,43
heavi also becom money grabber normal alreadi box event disgust even addit report system rig especi inappropri languag like want chat game better delet featur simpl chat deduct unbalanc system deduct add,1,com.mobile.legends,0,negative,mlbb,203,32
game headach honest alway higher mine game watch far away rank unfair latest said fix issu alway alway give mani even fix major,1,com.mobile.legends,0,negative,mlbb,127,23
detriment health came conclus game trap wast time bad fan base toxic becom addict game made compani copi care money horribl balanc also think like would help give compani,1,com.mobile.legends,0,negative,mlbb,170,29
base experi mani alreadi realli care best game ruin could rate zero would year lot player help auto aim like user hope upgrad secur system detect fair hear,1,com.mobile.legends,0,negative,mlbb,155,28
take back game much especi connect like past version game load keep even play ban smooth problem load phase load phase stop percent reconnect even enjoy know pleas even f,1,com.mobile.legends,0,negative,mlbb,170,30
horribl lag worst time blame data rare similar critic combat lag wors time complet disconnect due connect rank mode complet unplay worst part got issu blame pleas fix,1,com.mobile.legends,0,negative,mlbb,166,28
game unfair come matchmak give team solo lot lose give bad take role proper instead give random consider one time squad battl also full squad time lost got battl previous defeat us unfair disappoint,1,com.mobile.legends,0,negative,mlbb,198,34
match fair bad know balanc team network alway good well know lag even though good network connect phone play reason enjoy,1,com.mobile.legends,0,negative,mlbb,121,21
pleas chang understand annoy everi updat chang time goe game wors wors chang prepar hard understand bore play,1,com.mobile.legends,0,negative,mlbb,109,18
love game sinc get new phone ultra becom complet unplay abl play game game matchmak stuck load screen player credit score drop tri appeal never work star game would play daili fix,1,com.mobile.legends,0,negative,mlbb,179,32
realli realli love game game love anim come match hate get pair stupid unstabl network enemi pair intellig stabl network unfair unfair,1,com.mobile.legends,0,negative,mlbb,134,22
kind servic play even though full net kind servic give battl score minus kind servic happen everi day fix also case soon lose lot,1,com.mobile.legends,0,negative,mlbb,129,24
need custom servic retriev main account use account even use switch main account tell use switch account button even retriev option spent hard money main account,1,com.mobile.legends,0,negative,mlbb,161,26
like game wan na play use chang instead fun game actual feel stress storag need favorit charact nana get fun sorri bad grammar,1,com.mobile.legends,0,negative,mlbb,126,23
opinion unfair matchmak mage like think also let open mobil bang bang someth like screen becom black show load screen load wait like hour still black hope fix,1,com.mobile.legends,0,negative,mlbb,158,28
game sudden middl game also lag think network work well except one phone fix immedi,1,com.mobile.legends,0,negative,mlbb,83,15
worst experi ever whenev win match even though sometim whenev lose even though gold silver local rank main hero last season th spot even though time win rank whenev lost time add lose think game somehow also issu,1,com.mobile.legends,0,negative,mlbb,212,38
trash match make system everi time play match rank classic brawl alway get bad team matter high rank never better unless play peopl know never reach goal bare get decent team alway get strong team play solo alway use core carri team still cant win there much solo player cant win everi game solo,1,com.mobile.legends,0,negative,mlbb,295,54
suggest improv rank mode random play meet level player especi also play posit incorrect nevertheless kind irrit see,1,com.mobile.legends,0,negative,mlbb,115,18
game great worst need spend lot money great afford expens tra h graphic power devic run smooth think run smooth even set low graphic still back old day favorit sever updat disappoint game get space,1,com.mobile.legends,0,negative,mlbb,197,35
game becom head ach long long time fix lag problem next season game coupl first lag problem witch sinc last season peopl til moment u noth sent twice custom servic repli fix second bad match epic legend liter,1,com.mobile.legends,0,negative,mlbb,208,38
concept like leagu specif role game marksman match even late game marksman even dodg normal attack role champion must specif idea need think first make balanc overal game imbal,1,com.mobile.legends,0,negative,mlbb,176,29
star updat connect issu critic problem even fast connect alway get high ping everi game immedi constant increas clash letdown mention over hilari expens even worth,1,com.mobile.legends,0,negative,mlbb,163,26
remov review th time probabl enough game hero cinemat trailer great user servic report system terribl,1,com.mobile.legends,0,negative,mlbb,101,16
error open file almost gon na start game thing go say consider fault mani time tri open want play want lost credit score load time repeat error open wast time gave us consider fix love mobil thing nope appetit game,1,com.mobile.legends,0,negative,mlbb,214,40
horribl matchmak new updat time team comput bot real bot realli disappoint sinc love game much addit fair matchmak type prob realli make peopl jump game hope fix,1,com.mobile.legends,0,negative,mlbb,161,28
end season lag alway fun first got worst alli matchmak pleas someth imbal matchmak like luck win versus strategi win,1,com.mobile.legends,0,negative,mlbb,116,20
never balanc keep go make balanc keep game give chanc old win even gold level advantag also queue system alway put worst could ever imagin imagin tri fun get stress frustrat everi matchmak make alway carri team stress game,1,com.mobile.legends,0,negative,mlbb,222,39
use rate play hate disappoint rank general classic full unfair time either get low skill high rare find peopl actual skill level constant lose lower skill get bad higher skill level dont recommend,1,com.mobile.legends,0,negative,mlbb,196,33
game bug game load crush go play match finish get penalti fault game hero hero like shine ball see game everyth hell,1,com.mobile.legends,0,negative,mlbb,116,22
alway tough massiv unbalanc alway fighter marksman prioriti game unfair also season use damag weak useless also cost lot storag useless unus game bad friend game could make stress play game balanc,1,com.mobile.legends,0,negative,mlbb,196,32
sinc never experi lag crash like sinc new season connect good problem game need lot storag realli make phone turn microwav fix game,1,com.mobile.legends,0,negative,mlbb,131,23
star game way good mean meta thingi invinc matter hero still get also server connect problem whenev get chanc whole bunch guard heaven forbid instead got enemi team suppos get wow kind,1,com.mobile.legends,0,negative,mlbb,184,32
less interest unlik play fix like like abl play black screen,1,com.mobile.legends,0,negative,mlbb,60,11
matchmak complet everi singl game get bronz feed constant game imposs toxic also common well especi bad player everyon want delet game,1,com.mobile.legends,0,negative,mlbb,134,22
new season alway got high ping even though connect fine test game devic ping new devic alway lag find mani way seem fix problem pleas fix problem enjoy game like use,1,com.mobile.legends,0,negative,mlbb,165,31
know easili match classic mode need friend easi matchmak els would spend h mere say say older need rework order get back par rest,1,com.mobile.legends,0,negative,mlbb,129,24
say make sens pay win attribut know small attribut still differ also buy real money mani high rank definit lose mani hero chose play around expens effect chip,1,com.mobile.legends,0,negative,mlbb,158,28
rate sometim play sudden game phone one click power shutdown get back game alreadi unfair alway role mine role understand hard carri team alway hard time carri team handl hope fix,1,com.mobile.legends,0,negative,mlbb,179,31
half star take back load screen load screen get certain number thus lower credit score famili asleep problem,1,com.mobile.legends,0,negative,mlbb,108,18
day sinc connect play match sudden come lose lot like new season play like gon na keep go sure lot pleas fix make us satisfi hope make us disappoint,1,com.mobile.legends,0,negative,mlbb,148,29
chat censorship stupid worst hero mani immun damag game balanc realli bad chat censorship stupid lag easi kill movement sudden slow ultim sudden super slow super lag hero movement full micro hero noth even enemi present mani slow fast game bad blink around,1,com.mobile.legends,0,negative,mlbb,256,43
agre take much storag open game much lag reconnect result go lose credit til play even take action obvious game edit avail even listen bot understand problem even explain,1,com.mobile.legends,0,negative,mlbb,170,29
account sent draft pick rank game person type twice hope could help secur account check login histori devic use phone alreadi account password pleas help solv problem thank,1,com.mobile.legends,0,negative,mlbb,172,28
matchmak algorithm still plagu even calcul well team fight consecut time alli alway mage match base statist diversifi like team random one match fighter marksman one main base number rest,1,com.mobile.legends,0,negative,mlbb,187,30
game onto anoth devic load rank match control charact bug report told click custom servic button custom servic button,1,com.mobile.legends,0,negative,mlbb,117,19
connect good smooth open mobil legend ping rais alway turn red ping like especi join war game run hope would fix give star fix situat,1,com.mobile.legends,0,negative,mlbb,133,25
current tri game system let play good connect dont may interfer game game time tri phone still even complain support desk give right solut problem relat concern,1,com.mobile.legends,0,negative,mlbb,160,27
know enter rank brawl classic lot connect fine lag battlefield alreadi special front enemi new updat pleas fix addit even point game play,1,com.mobile.legends,0,negative,mlbb,137,23
realli problem bad connect kick game realli realli hate sometim freez think game annoy hate game like right even open stupid updat storag run thing annoy realli hate,1,com.mobile.legends,0,negative,mlbb,165,28
system credit score would experi error match leav choic close reopen took long get back game result credit score due particip rank mode choic play brawl classic make error intent player would play pathet,1,com.mobile.legends,0,negative,mlbb,203,34
game quit good opinion howev matchmak system bad legend keep play epic rank useless keep feed game matchmak get wors everi season chang matchmak system like rank peopl play,1,com.mobile.legends,0,negative,mlbb,172,29
game good uneven sudden first sudden matter time experienc peopl blame someon inexperienc start like overal game need proper match make,1,com.mobile.legends,0,negative,mlbb,135,21
first thought phone problem got phone fix like problem sinc last time play mobil stock load page decid reload reinstal game still thing whenev play worst part credit decreas suppos match went bronz lower alreadi,1,com.mobile.legends,0,negative,mlbb,211,35
hate game game dont let win match game dont let win alway give lost cant take want report game actual realli mani cheat enemi deal high damag shoot time easili game rubbish wast even use alway lost right game longer fun game garbag garbag must throw,1,com.mobile.legends,0,negative,mlbb,249,46
know report bug put found major bug restart middl game abl reconnect current game result get lose happen still major bug sinc forc go,1,com.mobile.legends,0,negative,mlbb,133,24
got ta fix play rank game time get back game credit score gurl fault game got ta deduct credit score,1,com.mobile.legends,0,negative,mlbb,100,20
pleas fix system hard rank due high low suggest gold permit star pleas game still low skill level epic,1,com.mobile.legends,0,negative,mlbb,102,19
strong connect big space realli recommend connect fast play slow lag recent updat word chat consid verbal abus lot period use make action regard issu,1,com.mobile.legends,0,negative,mlbb,149,25
system unfair matchmak penal inact perform solo player system match even care game adjust toxic spent celesti level everyth stress worth spend time get plus lag unbear game improv game experi focus skin money,1,com.mobile.legends,0,negative,mlbb,208,34
hate matchmak bad throw phone window shure game make sometim heart grow sometim play alway keep lose tri everyth win use alway lose game get tire angri tell tri hard enough win damn game feel realli insecur drop even main hero fix matchmak,1,com.mobile.legends,0,negative,mlbb,239,43
game good match process unfair true face oppon base level skill come team well pretti much disappoint idiot play keep say network unstabl play network stabl first place hope fix stabl network enter rank import qualiti thank,1,com.mobile.legends,0,negative,mlbb,223,37
realli game play time new battl layout realli like leagu fact damag got buf unfair worst uneven match make legend match make rank classic terribl most match low rank opposit team high rank rare match hope fix,1,com.mobile.legends,0,negative,mlbb,208,37
fine game without fair matchmak alway soccer team someon grandma use button miracl look map like hidden option bare see brain understand game team play everi hero feed tower recommend game til side,1,com.mobile.legends,0,negative,mlbb,197,33
disappoint stabil rank mode terribl everi time play rank mode get team low skill reason oppos team,1,com.mobile.legends,0,negative,mlbb,98,17
lag lose focus sometim would freez bad lag still second switch tri multipl differ like stuff connect account connect lost account last bad matchmak come get realli bad,1,com.mobile.legends,0,negative,mlbb,167,28
good game one day extract phone confus first understand work well one day fix star fix bug dont know bug,1,com.mobile.legends,0,negative,mlbb,104,20
fix game heavi mid rang phone even set low graph server lag matchmak hopeless consecut team legend second best rank creat new make old useless team stun made useless everi champion evad stop ultim dash knock stun push push push even reach enemi champ,1,com.mobile.legends,0,negative,mlbb,250,44
alway lag battlefield lag time minut go back normal goe lag even though open network boost open data togeth still lag pleas fix pleas matchmak dont doubl duo hard solo player,1,com.mobile.legends,0,negative,mlbb,174,31
hi team would like rais recent frame drop multipl affect say network data playabl without frame,1,com.mobile.legends,0,negative,mlbb,95,16
game even show black screen enter battlefield also even though alreadi screen abl choos hero want game screen play proper fix want enjoy,1,com.mobile.legends,0,negative,mlbb,136,23
great game game alway middl game screen done everyth clear storag cach submit game still lag freez cant fix wast time game,1,com.mobile.legends,0,negative,mlbb,122,22
could fix match team would perfect seem weird team match late liter lost most unbalanc teammat level fair even got time still happen enjoy game fair match ask thank,1,com.mobile.legends,0,negative,mlbb,164,29
new updat bought chang vine cradl skin ultim plain come effect even ultra graphic also whole game like old version patch complet fail bring back chang e skin effect would love game,1,com.mobile.legends,0,negative,mlbb,180,32
game matchmak definit big issu poor unbalanc low skill therefor result long lose streak definit fun overal experi game point poor long player score decent system automat report wrong aim sacrif team goal win,1,com.mobile.legends,0,negative,mlbb,207,34
star middl freez stop signal excel play tri back game load slow load count one bye one reason mani tri back game like turtl slow load,1,com.mobile.legends,0,negative,mlbb,133,26
fix game alway stuck load screen what wors still get credit score even connect intent leav match instead due game incap match find game fun lose credit score noth cant even play rank also pleas refund credit score problem fix least,1,com.mobile.legends,0,negative,mlbb,231,41
game riski trigger ping unfair justic appeal request work alway keep appeal feedback give without consid reason must detector use player went slow connect enter rank mode smooth match almost start load prob,1,com.mobile.legends,0,negative,mlbb,206,33
poor server connect one alway choppi poor sinc back might consid go also poor match make penalti intent disrupt never great game,1,com.mobile.legends,0,negative,mlbb,128,22
honest good game bad match make toxic doesnt make better also hate whenev add new hero make strong mani use hero realli annoy affect game much pleas give someth keep lose rank like star protect star realli tire u lose interest gam,1,com.mobile.legends,0,negative,mlbb,230,42
game toxic reward superior skill carri team multipl keep lose find game unsettl attitud alway negat toxic everi singl lobbi first new updat allow mute button lobbi messag strang type convey sometim second option play system notif anyth femal voic,1,com.mobile.legends,0,negative,mlbb,246,40
total game give half star possibl approach enemi sudden connect becom poor even though total fine g time surpris enemi far away fine quiet unfair due time attack game sudden freez,1,com.mobile.legends,0,negative,mlbb,179,31
honest like band system band peopl sometim got twice work middl came back band whole day work human need go somewher sometim free time everyday peopl way better thank mobil legend forev,1,com.mobile.legends,0,negative,mlbb,185,32
got ta say gotten better fact better graphic lobbi look game caus lag even though net stabl thus doesnt game still status leagu better there problem game disast,1,com.mobile.legends,0,negative,mlbb,160,28
lag time ping annoy game like even though yellow ping game still work perfect fine come back alway red ping night day work perfect fine keep lag also unfair team u let low battl high player,1,com.mobile.legends,0,negative,mlbb,189,36
need optim entir game even though good connect buf time cheat like abl see one time enemi go match make bad time got play match intent feed rank mode bad new updat worst optim,1,com.mobile.legends,0,negative,mlbb,175,34
worst game entir life alway lag game alway crash battlefield yet cant respond custom servic alway say go custom servic heck wrong game game happen even good new play game give good even use game booster matchmak classic also fix still encount squad,1,com.mobile.legends,0,negative,mlbb,248,43
game start soon power get rage worthi lag massiv data use devic tandem still fun week hero sudden damag call fair balanc pay win,1,com.mobile.legends,0,negative,mlbb,128,24
never disappoint starlight skin chang skin color effect latest starlight skin pleas return green color bought starlight skin green effect blue go chang color midway month better made blue begin avoid green color also us wast money new skin color effect never,1,com.mobile.legends,0,negative,mlbb,258,42
get phone keep realli game first ever sinc mani phone would heat game hope fix us peopl low ram phone,1,com.mobile.legends,0,negative,mlbb,101,20
tri escap blink skill hero charg opposit direct get instant enemi tri charg enemi hero hero go opposit direct let enemi escap think one bug fix,1,com.mobile.legends,0,negative,mlbb,143,26
hard understand get final figur need automat button reach certain level still confus mani need like tri best upgrad automat spent plenti money anyth need money back see say pointless get bonus wow lame,1,com.mobile.legends,0,negative,mlbb,201,34
game enjoy st lag even though alway give last big problem alreadi finish close game open suppos even though delet even singl one sometim alway pink color think sever error take,1,com.mobile.legends,0,negative,mlbb,176,31
intent lose consecut need star rank give troll weak would go matter good u lose given time use lot fun game realli annoy,1,com.mobile.legends,0,negative,mlbb,120,23
new updat caus lag spike game signal goe lobbi full bar game play red ping interrupt control hero never lag spike updat star red ping spike,1,com.mobile.legends,0,negative,mlbb,139,26
fast way get fast way get way fix lag also chanc get bad teammat troll game fun develop want money care f p like recommend make easier faster get also recommend make event done even one give,1,com.mobile.legends,0,negative,mlbb,190,37
worst updat far updat dark moodi good way screen dark nee look uniqu game leagu hope tri remov dark side screen match annoy look,1,com.mobile.legends,0,negative,mlbb,128,24
mani forc buy stuff watch someth unbalanc hero build one kind boot speed mani mani time give mana hero use mana mean someth game everi updat wors,1,com.mobile.legends,0,negative,mlbb,145,27
dear pleas fix game issu lag problem low end matchmak also alway optim game listen fix encount order improv game thank much,1,com.mobile.legends,0,negative,mlbb,123,22
good connect data speed good open game high ping everi singl time chang network use network data still unstabl one moment direct jump cycl continu fix issu moment even play,1,com.mobile.legends,0,negative,mlbb,172,30
multipl time pay get anyth error scam game matchmak issu matchmak sudden give addit realli hate credit forc credit score keep play rank make fair matchmak make keep lose streak submit even make wors play game regret,1,com.mobile.legends,0,negative,mlbb,215,37
uninstal trash soon back matchmak noth garbag instead fix matchmak fair game lag game unbear imposs deal releas week hell look way screw time updat game uninstal never come back game noth garbag,1,com.mobile.legends,0,negative,mlbb,194,33
player low skill level purpos low skill level straight lost tri go next rank alway happen end rank come new rank goe even lower good game trash,1,com.mobile.legends,0,negative,mlbb,143,27
updat like downgrad first would sudden chang whole scale game map becom smaller graphic bad even know explain like old would want bring back tri hard get graphic nice bet handl fact good,1,com.mobile.legends,0,negative,mlbb,186,33
game load screen battl phone ran batteri switch phone came back quick got lose abl play rank credit score stupid system go rate fix system,1,com.mobile.legends,0,negative,mlbb,138,25
improv latenc bad server ping even good new frequent balanc also share share get trial unbalanc mean skin mean power mention much skin simpl fanci effect noth rate bad game manag,1,com.mobile.legends,0,negative,mlbb,178,31
realli great game becom unbalanc solo q worst get troll focus secur victori even alon tri communic keep eye map good luck edit chang mind season becom worst last one unbal troll feed teamwork like realli want stop game,1,com.mobile.legends,0,negative,mlbb,218,39
